timestamp;value
2.555580;0.746640
2.667795;0.116144
3.589735;0.862784
4.272294;0.746640
5.341531;0.995520
6.023584;0.730048
6.413654;0.398208
7.019226;0.530944
7.487656;0.564128
8.169587;0.597312
9.159522;0.580720
9.534995;0.530944
9.827030;0.547536
10.608882;0.564128
10.902200;0.564128
11.484142;0.547536
12.170566;0.530944
12.582420;0.547536
13.436839;0.547536
13.825216;0.547536
14.214747;0.597312
14.802419;0.580720
15.608459;0.514352
15.871065;0.530944
16.850609;0.630496
17.045490;0.564128
17.628120;0.580720
18.114628;0.514352
19.091284;0.530944
19.286474;0.514352
19.871550;0.647088
20.161987;0.282064
21.138859;0.663680
21.531235;0.613904
22.406713;0.564128
22.795401;0.564128
23.188702;0.580720
23.672018;0.580720
24.648750;0.580720
24.847061;0.564128
25.823792;0.547536
26.210304;0.564128
26.501114;0.547536
27.410263;0.564128
27.771053;0.547536
28.159861;0.580720
28.742710;0.564128
29.620228;0.597312
29.914328;0.580720
30.888861;0.613904
31.181438;0.580720
31.766167;0.580720
32.742477;0.613904
33.034859;0.580720
33.520306;0.613904
34.497097;0.597312
34.692955;0.580720
35.274811;0.597312
36.156483;0.630496
36.542778;0.580720
37.129463;0.597312
38.006889;0.613904
38.396164;0.613904
38.991371;0.630496
39.665226;0.597312
40.152405;0.597312
41.225254;0.862784
41.710423;0.647088
42.690037;0.613904
43.076603;0.613904
43.465363;0.597312
44.537434;0.763232
44.832111;0.580720
45.318516;0.414800
45.904057;0.663680
46.590748;0.630496
47.169838;0.613904
47.854187;0.647088
48.732765;0.630496
49.709625;1.061888
50.096825;0.564128
50.683071;0.564128
51.657047;0.597312
52.048466;0.647088
52.435555;0.514352
53.410656;0.580720
53.711918;0.597312
54.677677;0.663680
55.071884;0.696864
55.360023;0.431392
56.438366;0.663680
57.214970;0.746640
57.605530;0.613904
57.992764;0.613904
58.970490;0.663680
59.359516;0.663680
60.335197;0.514352
60.723682;0.680272
61.212753;0.696864
61.892593;0.613904
62.577190;0.730048
63.551243;0.630496
63.943707;0.613904
64.427521;0.580720
64.817604;0.398208
65.796883;0.680272
66.183472;0.663680
66.867775;0.730048
67.647697;0.763232
68.815735;0.763232
69.210472;0.647088
69.694901;0.630496
70.279938;0.597312
71.061714;0.564128
71.841873;0.564128
72.132118;0.514352
72.521301;0.564128
73.107552;0.564128
74.082222;0.630496
74.277199;0.580720
74.862343;0.580720
75.750633;0.564128
76.323410;0.580720
76.616577;0.580720
77.202614;0.613904
77.786270;0.597312
78.764671;0.597312
79.153564;0.613904
80.047562;0.696864
80.224854;0.564128
80.808327;0.580720
81.491547;0.613904
82.368797;0.613904
82.662987;0.580720
83.245499;0.547536
83.929108;0.580720
84.806961;0.547536
85.197395;0.647088
86.073586;0.746640
86.563065;0.862784
87.147972;0.597312
88.022903;0.580720
88.412964;0.613904
88.901070;0.547536
89.682243;0.580720
90.070526;0.514352
91.045471;0.597312
91.341637;0.564128
91.827667;0.663680
92.313683;0.497760
93.291954;0.647088
93.486626;0.514352
94.167732;0.696864
95.045174;0.813008
95.823120;0.763232
96.799881;0.647088
97.094101;0.564128
97.580376;0.613904
98.555153;0.630496
98.946556;0.597312
99.822487;0.597312
100.113907;0.663680
101.091080;0.597312
101.385086;0.613904
101.967720;0.647088
102.550644;0.597312
103.428841;0.613904
103.818169;0.630496
104.698166;0.613904
105.184547;0.630496
105.671883;0.630496
106.353279;0.630496
106.938309;0.630496
107.525284;0.613904
108.205887;0.613904
108.792885;0.613904
109.379501;0.613904
110.253891;0.613904
110.643219;0.613904
111.233597;0.613904
111.916954;0.613904
112.983437;0.613904
113.568779;0.613904
113.864769;0.597312
114.351486;0.630496
115.323997;0.613904
115.619446;0.613904
116.201584;0.613904
117.080643;0.613904
117.373390;0.630496
118.053963;0.613904
118.740791;0.597312
119.228256;0.597312
119.809380;0.613904
120.787300;0.597312
121.076141;0.597312
121.663261;0.597312
122.247612;0.597312
122.832130;0.613904
123.810135;0.630496
124.102203;0.613904
124.685944;0.613904
125.756721;0.613904
126.150124;0.613904
126.536026;0.597312
127.321289;0.597312
127.708298;0.597312
128.293152;0.597312
129.075745;0.613904
129.584625;0.580720
130.144424;0.613904
130.730896;0.597312
131.316208;0.597312
131.900772;0.597312
132.782547;0.597312
133.167221;0.597312
133.751190;0.597312
134.631042;0.597312
134.922760;0.580720
135.506897;0.580720
136.384277;0.580720
136.678543;0.580720
137.261322;0.580720
138.044724;0.580720
138.434113;0.597312
139.311996;0.597312
139.608429;0.597312
140.483658;0.613904
140.773926;0.597312
141.652298;0.613904
142.039108;0.580720
142.624039;0.597312
143.210571;0.597312
143.793839;0.580720
144.383148;0.564128
145.258850;0.564128
145.457977;0.564128
146.234070;0.564128
146.625031;0.580720
