timestamp;x;y;z
0.186477;-0.062012;-0.888916;0.407471
0.186692;-0.058594;-0.892334;0.393799
0.186908;-0.057129;-0.884766;0.399414
0.187020;-0.062012;-0.883057;0.409424
0.313941;-0.055176;-0.886719;0.396240
0.314278;-0.056885;-0.886963;0.401855
0.314478;-0.055908;-0.888428;0.406006
0.314740;-0.047852;-0.890869;0.394287
0.460165;-0.056396;-0.882812;0.404297
0.460369;-0.062744;-0.894287;0.403320
0.460501;-0.051758;-0.885010;0.391113
0.460705;-0.056152;-0.879639;0.411133
0.573494;-0.058594;-0.889893;0.407959
0.573607;-0.054443;-0.890869;0.391846
0.573684;-0.058105;-0.884521;0.401611
0.573833;-0.059326;-0.884766;0.399902
0.703629;-0.054199;-0.887695;0.398193
0.703720;-0.053467;-0.882324;0.408936
0.703773;-0.058350;-0.893311;0.402100
0.703867;-0.055420;-0.889893;0.394043
0.817299;-0.055420;-0.877686;0.402832
0.817442;-0.061768;-0.885986;0.406494
0.817513;-0.058838;-0.894043;0.395752
0.817575;-0.055176;-0.878662;0.401367
0.947676;-0.059326;-0.887207;0.406250
0.948006;-0.054199;-0.893799;0.391846
0.948284;-0.055420;-0.879150;0.403076
0.948536;-0.061035;-0.887695;0.410889
1.077505;-0.060059;-0.891846;0.393311
1.077953;-0.063721;-0.878906;0.397461
1.078333;-0.062744;-0.888916;0.404297
1.078699;-0.070557;-0.889160;0.401855
1.207510;-0.065430;-0.901123;0.403076
1.207988;-0.055664;-0.859863;0.397949
1.208373;-0.057861;-0.876953;0.393555
1.208737;-0.055664;-0.889160;0.412354
1.337957;-0.054932;-0.935791;0.441895
1.338400;-0.083008;-0.915527;0.406250
1.338776;-0.098145;-0.845459;0.362793
1.339135;-0.102051;-0.871826;0.376221
1.467747;-0.088867;-0.866211;0.417725
1.468267;-0.113037;-0.833984;0.481201
1.468646;-0.105957;-0.842529;0.470215
1.469188;-0.134766;-0.913818;0.393799
1.581459;-0.106445;-0.822754;0.388916
1.581982;-0.099609;-0.892334;0.396484
1.582362;-0.056885;-0.939209;0.359619
1.582726;-0.089355;-0.994141;0.379150
1.695041;0.001953;-0.801025;0.360840
1.695498;0.018066;-0.907715;0.256592
