timestamp;value
-1.053155;0.779000
-0.274155;0.823000
0.548845;0.868000
1.416845;0.904000
2.320845;0.849000
3.169845;0.845000
4.014845;0.795000
4.809845;0.719000
5.528845;0.700000
6.228845;0.691000
6.919845;0.732000
7.651845;0.751000
8.402845;0.740000
9.142845;0.725000
9.867845;0.723000
10.590845;0.750000
11.340845;0.740000
12.080845;0.743000
12.823845;0.774000
13.597845;0.807000
14.404845;0.870000
15.274845;0.890000
16.164845;0.909000
17.073845;0.913000
17.986845;0.927000
18.913845;0.874000
19.787846;0.871000
20.658844;0.897000
21.555845;0.863000
22.418844;0.856000
23.274845;0.858000
24.132845;0.871000
25.003845;0.853000
25.856844;0.866000
26.722845;0.898000
27.620846;0.836000
28.456844;0.848000
29.304844;0.864000
30.168844;0.827000
30.995846;0.794000
31.789845;0.820000
32.609844;0.881000
33.490845;0.877000
34.367844;0.927000
35.294846;1.000000
36.294846;1.037000
37.331844;0.938000
38.269844;0.916000
39.185844;0.911000
40.096844;0.876000
40.972843;0.856000
41.828846;0.914000
42.742844;1.035000
43.777843;1.021000
44.798843;0.992000
45.790844;1.002000
46.792847;1.014000
47.806847;0.995000
48.801846;0.900000
49.701843;0.861000
50.562843;0.875000
51.437843;0.956000
52.393845;1.083000
53.476845;1.052000
54.528847;0.994000
55.522846;0.994000
56.516846;0.988000
57.504845;0.926000
58.430843;0.920000
59.350845;0.915000
60.265846;0.893000
61.158844;0.925000
62.083843;1.015000
63.098846;1.096000
64.194847;1.065000
65.259842;1.078000
66.337845;1.030000
67.367844;0.960000
68.327843;0.938000
69.265846;0.895000
70.160843;0.892000
71.052841;0.916000
71.968842;0.959000
72.927841;0.906000
73.833847;0.925000
74.758842;0.952000
75.710846;0.943000
76.653847;0.950000
77.603844;0.987000
78.590843;1.007000
79.597847;0.927000
80.524841;0.934000
81.458847;0.974000
82.432846;0.971000
83.403847;0.885000
84.288841;0.898000
85.186844;0.968000
86.154846;1.064000
87.218842;1.027000
88.245842;0.897000
89.142845;0.846000
89.988846;0.856000
90.844849;0.901000
91.745842;0.957000
92.702843;0.968000
93.670845;0.926000
94.596848;0.874000
95.470848;0.791000
96.261848;0.733000
96.994843;0.704000
97.698845;0.733000
98.431847;0.871000
99.302841;1.099000
100.401848;1.106000
101.507843;1.095000
102.602844;1.027000
103.629845;0.886000
104.515846;0.794000
105.309845;0.782000
106.091843;0.810000
106.901848;0.856000
107.757843;0.886000
108.643845;0.839000
109.482841;0.815000
110.297844;0.838000
111.135841;0.864000
111.999847;0.882000
112.881844;0.820000
113.701843;0.829000
114.530846;0.845000
115.375847;0.862000
116.237846;0.875000
117.112846;0.845000
117.957848;0.788000
118.745842;0.795000
119.540848;0.816000
120.356842;0.857000
121.213844;0.852000
122.065842;0.832000
122.897842;0.862000
123.759842;0.892000
124.651848;0.838000
125.489845;0.844000
126.333847;0.823000
127.156845;0.803000
127.959846;0.764000
128.723846;0.772000
129.495850;0.792000
130.287842;0.827000
131.114838;0.795000
131.909851;0.788000
132.697845;0.797000
133.494843;0.806000
134.300842;0.794000
135.094849;0.789000
135.883850;0.800000
136.683838;0.834000
137.517838;0.836000
138.353851;0.844000
139.197845;0.881000
140.078842;0.925000
141.003845;0.869000
141.872849;0.882000
142.754852;0.907000
143.661850;0.875000
144.536850;0.825000
145.361847;0.818000
146.179840;0.849000
147.028839;0.836000
147.864838;0.811000
148.675842;0.821000
149.496841;0.847000
150.343842;0.797000
151.140839;0.786000
151.926849;0.791000
152.717850;0.844000
153.561844;0.843000
154.404846;0.869000
155.273849;0.929000
156.202850;0.973000
157.175842;0.930000
158.105850;0.917000
159.022842;0.903000
159.925842;0.843000
160.768845;0.818000
161.586838;0.820000
162.406845;0.829000
163.235840;0.824000
164.059845;0.846000
164.905838;0.904000
165.809845;0.932000
166.741852;0.908000
167.649841;0.891000
168.540848;0.890000
169.430847;0.870000
170.300842;0.878000
171.178848;0.891000
172.069839;0.858000
172.927841;0.881000
173.808838;0.900000
174.708847;0.880000
175.588852;0.883000
176.471848;0.910000
177.381851;0.912000
178.293839;0.864000
179.157852;0.875000
180.032852;0.907000
180.939850;0.950000
181.889847;0.916000
182.805847;0.944000
183.749847;0.960000
184.709839;0.919000
185.628845;0.903000
186.531845;0.943000
187.474838;0.970000
188.444839;0.897000
189.341843;0.900000
190.241852;0.940000
191.181839;0.953000
192.134842;0.915000
193.049850;0.912000
193.961838;0.871000
194.832840;0.819000
195.651840;0.866000
196.517853;0.902000
197.419846;0.934000
198.353851;0.798000
199.151840;0.797000
199.948853;0.786000
200.734848;0.783000
201.517853;0.783000
202.300842;0.735000
203.035843;0.694000
203.729843;0.675000
204.404846;0.680000
205.084839;0.650000
205.734848;0.656000
206.390839;0.659000
207.049850;0.669000
207.718842;0.677000
208.395844;0.703000
209.098846;0.711000
209.809845;0.763000
210.572845;0.781000
211.353851;0.807000
212.160843;0.768000
212.928848;0.734000
213.662842;0.693000
214.355850;0.697000
215.052841;0.733000
215.785843;0.766000
216.551849;0.818000
217.369843;0.835000
218.204849;0.820000
219.024841;0.791000
219.815842;0.757000
220.572845;0.684000
221.256851;0.690000
221.946838;0.695000
222.641846;0.703000
223.344849;0.754000
224.098846;0.811000
224.909851;0.822000
225.731842;0.856000
226.587845;0.830000
227.417847;0.754000
228.171844;0.744000
228.915848;0.753000
229.668839;0.802000
230.470840;0.856000
231.326843;0.887000
232.213852;0.896000
233.109848;0.876000
233.985840;0.830000
234.815842;0.809000
235.624847;0.808000
236.432846;0.769000
237.201843;0.798000
237.999847;0.825000
238.824844;0.866000
239.690842;0.857000
240.547852;0.822000
241.369843;0.814000
242.183838;0.830000
243.013840;0.830000
243.843842;0.794000
244.637848;0.812000
245.449844;0.834000
246.283844;0.869000
247.152847;0.812000
247.964844;0.833000
248.797852;0.859000
249.656845;0.867000
250.523849;0.827000
251.350845;0.833000
252.183838;0.840000
253.023849;0.851000
253.874847;0.850000
254.724838;0.853000
255.577850;0.800000
256.377838;0.795000
257.172852;0.815000
257.987854;0.831000
258.818848;0.796000
259.614838;0.808000
260.422852;0.837000
261.259857;0.875000
262.134857;0.899000
263.033844;0.848000
263.881836;0.850000
264.731842;0.849000
265.580841;0.848000
266.428833;0.831000
267.259857;0.853000
268.112854;0.895000
269.007843;0.890000
269.897858;0.890000
270.787842;0.945000
271.732849;0.973000
