timestamp;x;y;z
83.936111;-0.060547;0.298340;0.957764
83.936394;-0.062256;0.296387;0.959473
83.936623;-0.061768;0.300049;0.959961
83.936852;-0.061035;0.300293;0.956787
84.026604;-0.061279;0.298584;0.959473
84.026932;-0.060303;0.299561;0.956787
84.027168;-0.062988;0.297852;0.958496
84.027397;-0.063232;0.297363;0.959229
84.567474;-0.062256;0.300537;0.958008
84.567719;-0.063721;0.295166;0.957031
84.568001;-0.059082;0.299072;0.961914
84.568230;-0.062744;0.296875;0.957031
84.655693;-0.061523;0.296875;0.958740
84.656128;-0.061768;0.299561;0.958252
84.656372;-0.062500;0.297607;0.959473
84.656700;-0.063477;0.296631;0.958740
84.658363;-0.063477;0.298828;0.959473
84.658592;-0.063232;0.294922;0.957764
84.658821;-0.060303;0.296631;0.956543
84.659042;-0.062256;0.298584;0.958008
84.659714;-0.061279;0.294922;0.958496
84.659943;-0.061523;0.296631;0.958252
84.660164;-0.062744;0.296875;0.958008
84.660385;-0.062256;0.294434;0.958496
84.755463;-0.062256;0.298584;0.959473
84.756172;-0.060059;0.296875;0.958984
84.756493;-0.061523;0.295166;0.956543
84.756729;-0.062256;0.295410;0.959717
84.836021;-0.061035;0.297852;0.959961
84.836311;-0.063477;0.294434;0.960205
84.836548;-0.061768;0.294922;0.960449
84.836777;-0.062012;0.297119;0.957764
84.925980;-0.060547;0.297852;0.962158
84.926254;-0.061279;0.294678;0.957764
84.926491;-0.061523;0.295410;0.957520
84.926720;-0.062744;0.295410;0.959229
85.105858;-0.063721;0.293945;0.959229
85.106155;-0.062012;0.294922;0.958252
85.106392;-0.062500;0.298584;0.960205
85.106621;-0.062744;0.294189;0.958740
85.196877;-0.061768;0.295654;0.957031
85.197121;-0.061279;0.296631;0.961182
85.197350;-0.060303;0.296143;0.958252
85.197578;-0.060791;0.296387;0.958984
85.737038;-0.061279;0.295410;0.957520
85.737846;-0.061035;0.297119;0.959229
85.738091;-0.061523;0.295898;0.959961
85.738319;-0.062256;0.295898;0.958496
85.739639;-0.062012;0.296875;0.959473
85.739952;-0.062744;0.295898;0.958740
85.740181;-0.060547;0.298096;0.959473
85.740410;-0.062988;0.293701;0.957520
85.827194;-0.061523;0.297119;0.959717
85.827560;-0.062256;0.295410;0.959229
85.827797;-0.060547;0.296143;0.960205
85.828018;-0.061523;0.296143;0.959961
85.828880;-0.060791;0.296875;0.959717
85.829117;-0.060791;0.294189;0.955078
85.829338;-0.062500;0.296631;0.960205
85.829559;-0.061279;0.296387;0.958740
85.915924;-0.062988;0.293701;0.959717
85.916336;-0.059570;0.296143;0.961670
85.916573;-0.061279;0.297363;0.956299
85.916801;-0.061279;0.296631;0.961426
85.918556;-0.061523;0.296875;0.958740
85.918808;-0.062256;0.296631;0.958008
85.919037;-0.063232;0.293945;0.958252
85.920303;-0.063232;0.294678;0.958252
86.095917;-0.062744;0.297119;0.958984
86.096199;-0.062256;0.294678;0.961182
86.096436;-0.059082;0.295166;0.956055
86.096657;-0.062012;0.296143;0.958008
86.187172;-0.062256;0.298096;0.959961
86.187492;-0.060059;0.297607;0.961182
86.187729;-0.061279;0.296631;0.959229
86.188049;-0.064941;0.294922;0.957764
86.726181;-0.062256;0.296387;0.959473
86.726479;-0.062256;0.297363;0.959961
86.726723;-0.062012;0.295654;0.958252
86.726944;-0.062012;0.296875;0.959473
86.816132;-0.062012;0.297363;0.959229
86.816429;-0.061768;0.297607;0.959961
86.816666;-0.061768;0.298828;0.959229
86.816895;-0.061768;0.297852;0.960205
86.906708;-0.061035;0.296387;0.957764
86.906975;-0.060059;0.298584;0.961670
86.907204;-0.061768;0.297363;0.958252
86.907433;-0.063721;0.295898;0.958496
86.997520;-0.061035;0.297119;0.958252
86.997795;-0.060547;0.297607;0.959473
86.998032;-0.062012;0.298340;0.958496
86.998344;-0.062500;0.295166;0.957031
87.085930;-0.061279;0.299561;0.958984
87.086349;-0.060303;0.297363;0.957275
87.086967;-0.061768;0.300293;0.962402
87.087204;-0.061768;0.298828;0.957764
87.087753;-0.061768;0.300049;0.957520
87.088097;-0.059082;0.302246;0.959961
87.088318;-0.062012;0.297119;0.956055
87.088539;-0.060547;0.299561;0.958984
87.175499;-0.063965;0.299316;0.958740
87.175797;-0.061523;0.302490;0.956299
87.176033;-0.059814;0.300781;0.956055
87.176254;-0.059570;0.300049;0.960205
